"municipio";"codigo_ibge";"ano";"grande_grupo";"familia_ocupacional";"ocupacao";"codigo_cbo";"empregados";"percentual";"salario_medio";"salario_mediano"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Trabalhadores da pré-impressão gráfica";"Operador De Sistemas De Prova (Analógico E Digital)";"766145";"75";"0,0485";"3510,7";"3098,32"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Profissionais polivalentes da confecção de roupas";"Costureira De Reparação De Roupas";"763015";"74";"0,0478";"3080,74";"3052,21"
"Blumenau";"4202404";"2025";"Trabalhadores Dos Serviços, Vendedores Do Comércio Em Lojas E Mercados";"Trabalhadores no atendimento em estabelecimentos de serviços de alimentação, bebidas e hotelaria";"Barman";"513420";"74";"0,0478";"2615,0";"2483,27"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Operadores de processos das indústrias de transformação de produtos químicos, petroquímicos e afins";"Operador De Processo (Química, Petroquímica E Afins)";"813120";"74";"0,0478";"3847,1";"3705,57"
"Blumenau";"4202404";"2025";"Técnicos De Nivel Médio";"Tecnólogos e técnicos em terapias complementares e estéticas";"Esteticista";"322130";"73";"0,0472";"3001,73";"3049,47"
"Blumenau";"4202404";"2025";"Técnicos De Nivel Médio";"Instrutores e professores de cursos livres";"Instrutor De Cursos Livres";"333110";"73";"0,0472";"2898,04";"2494,1"
"Blumenau";"4202404";"2025";"Trabalhadores Dos Serviços, Vendedores Do Comércio Em Lojas E Mercados";"Churrasqueiros, pizzaiolos e sushimen";"Sushiman";"513615";"73";"0,0472";"3131,64";"2993,66"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Operadores de tear e máquinas similares";"Operador De Urdideira";"761357";"72";"0,0466";"3079,45";"3053,38"
"Blumenau";"4202404";"2025";"Membros Superiores Do Poder Público, Dirigentes De Organizações De Interesse Público E De Empresas, Gerentes";"Gerentes de tecnologia da informação";"Gerente De Suporte Técnico De Tecnologia Da Informação";"142530";"72";"0,0466";"11558,37";"10029,45"
"Blumenau";"4202404";"2025";"Técnicos De Nivel Médio";"Professores de nível médio no ensino fundamental";"Professor De Nível Médio No Ensino Fundamental";"331205";"71";"0,0459";"4173,17";"4069,25"
"Blumenau";"4202404";"2025";"Membros Superiores Do Poder Público, Dirigentes De Organizações De Interesse Público E De Empresas, Gerentes";"Gerentes administrativos, financeiros, de riscos e afins";"Analista De Compliance";"142125";"71";"0,0459";"5236,17";"4301,7"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Vidraceiros (revestimentos rígidos)";"Vidraceiro";"716305";"70";"0,0453";"3146,05";"3086,69"
"Blumenau";"4202404";"2025";"Técnicos De Nivel Médio";"Desenhistas projetistas da mecânica";"Desenhista Projetista Mecânico";"318610";"70";"0,0453";"5936,51";"5310,22"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Supervisores de trabalhadores de embalagem e etiquetagem";"Supervisor De Embalagem E Etiquetagem";"780105";"70";"0,0453";"4848,67";"3917,89"
"Blumenau";"4202404";"2025";"Trabalhadores Dos Serviços, Vendedores Do Comércio Em Lojas E Mercados";"Trabalhadores em serviços de promoção e apoio à saúde";"Agente De Combate Às Endemias";"515140";"69";"0,0446";"3209,21";"3046,02"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Montadores de equipamentos eletroeletrônicos";"Operador De Linha De Montagem (Aparelhos Elétricos)";"731175";"69";"0,0446";"4136,68";"3942,06"
"Blumenau";"4202404";"2025";"Trabalhadores Em Serviços De Reparação E Manutenção";"Trabalhadores operacionais de conservação de vias permanentes (exceto trilhos)";"Auxiliar Geral De Conservação De Vias Permanentes (Exceto Trilhos)";"992225";"69";"0,0446";"2392,7";"2339,65"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Supervisores da indústria têxtil";"Contramestre De Malharia (Indústria Têxtil)";"760115";"68";"0,0440";"5063,83";"4361,82"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Trabalhadores do acabamento gráfico";"Impressor De Corte E Vinco";"766310";"68";"0,0440";"4224,34";"4035,91"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Supervisores da indústria têxtil";"Contramestre De Acabamento (Indústria Têxtil)";"760105";"67";"0,0433";"5014,33";"4332,96"
"Blumenau";"4202404";"2025";"Técnicos De Nivel Médio";"Técnicos em contabilidade";"Técnico De Contabilidade";"351105";"67";"0,0433";"5555,94";"4910,2"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Trabalhadores de caldeiraria e serralheria";"Funileiro Industrial";"724435";"67";"0,0433";"3724,63";"3170,41"
"Blumenau";"4202404";"2025";"Técnicos De Nivel Médio";"Coloristas";"Preparador De Tintas";"311715";"67";"0,0433";"3657,38";"3584,76"
"Blumenau";"4202404";"2025";"Técnicos De Nivel Médio";"Técnicos mecânicos na fabricação e montagem de máquinas, sistemas e instrumentos";"Técnico Mecânico (Máquinas)";"314120";"67";"0,0433";"6380,79";"5829,9"
"Blumenau";"4202404";"2025";"Trabalhadores Dos Serviços, Vendedores Do Comércio Em Lojas E Mercados";"Bombeiros, salva-vidas e afins";"Bombeiro Civil";"517110";"67";"0,0433";"4743,78";"4429,03"
"Blumenau";"4202404";"2025";"Profissionais Das Ciências E Das Artes";"Pesquisadores das ciências naturais e exatas";"Pesquisador Em Ciências Da Computação E Informática";"203105";"66";"0,0427";"7485,99";"6277,05"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Trabalhadores da pintura de equipamentos, veículos, estruturas metálicas e de compósitos";"Pintor De Estruturas Metálicas";"723315";"66";"0,0427";"3869,26";"3722,28"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Supervisores das artes gráficas";"Supervisor Das Artes Gráficas  (Indústria Editorial E Gráfica)";"760605";"65";"0,0420";"7537,7";"6683,97"
"Blumenau";"4202404";"2025";"Trabalhadores Dos Serviços, Vendedores Do Comércio Em Lojas E Mercados";"Tintureiros, lavadeiros e afins, a máquina";"Auxiliar De Lavanderia";"516345";"64";"0,0414";"2413,7";"2385,79"
"Blumenau";"4202404";"2025";"Trabalhadores Dos Serviços, Vendedores Do Comércio Em Lojas E Mercados";"Outros trabalhadores dos serviços";"Cartazeiro";"519905";"63";"0,0407";"3371,09";"3021,62"
"Blumenau";"4202404";"2025";"Técnicos De Nivel Médio";"Técnicos em telecomunicações";"Técnico De Telecomunicações (Telefonia)";"313315";"63";"0,0407";"4805,25";"4730,48"
"Blumenau";"4202404";"2025";"Profissionais Das Ciências E Das Artes";"Professores de arquitetura e urbanismo, engenharia, geofísica e geologia do ensino superior";"Professor De Engenharia";"234310";"63";"0,0407";"12145,36";"11168,09"
"Blumenau";"4202404";"2025";"Trabalhadores De Serviços Administrativos";"Supervisores de atendimento ao público e de pesquisa";"Supervisor De Caixas E Bilheteiros (Exceto Caixa De Banco)";"420105";"63";"0,0407";"3692,33";"2999,65"
"Blumenau";"4202404";"2025";"Técnicos De Nivel Médio";"Planejadores, programadores e controladores de produção e manutenção";"Cronoanalista";"391105";"62";"0,0401";"5577,12";"5238,79"
"Blumenau";"4202404";"2025";"Técnicos De Nivel Médio";"Desenhistas técnicos, em geral";"Desenhista Técnico";"318005";"62";"0,0401";"4053,53";"3454,39"
"Blumenau";"4202404";"2025";"Profissionais Das Ciências E Das Artes";"Economistas";"Economista Industrial";"251220";"61";"0,0394";"8686,07";"7309,56"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Supervisores da indústria têxtil";"Contramestre De Tecelagem (Indústria Têxtil)";"760120";"60";"0,0388";"5147,81";"4193,42"
"Blumenau";"4202404";"2025";"Profissionais Das Ciências E Das Artes";"Programadores, avaliadores e orientadores de ensino";"Pedagogo";"239415";"60";"0,0388";"9063,34";"8200,93"
"Blumenau";"4202404";"2025";"Trabalhadores Dos Serviços, Vendedores Do Comércio Em Lojas E Mercados";"Trabalhadores no atendimento em estabelecimentos de serviços de alimentação, bebidas e hotelaria";"Barista";"513440";"59";"0,0381";"2267,14";"2247,31"
"Blumenau";"4202404";"2025";"Trabalhadores Dos Serviços, Vendedores Do Comércio Em Lojas E Mercados";"Trabalhadores de serviços veterinários, de higiene e estética de animais domésticos";"Esteticista De Animais Domésticos";"519310";"59";"0,0381";"2608,96";"2382,87"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Operadores de equipamentos de acabamento de chapas e metais";"Operador De Tesoura Mecânica E Máquina De Corte, No Acabamento De Chapas E Metais";"821440";"58";"0,0375";"3264,9";"3127,61"
"Blumenau";"4202404";"2025";"Profissionais Das Ciências E Das Artes";"Fonoaudiólogos";"Fonoaudiólogo Geral";"223810";"58";"0,0375";"7113,92";"5992,03"
"Blumenau";"4202404";"2025";"Técnicos De Nivel Médio";"Desenhistas projetistas de construção civil e arquitetura";"Desenhista Projetista De Arquitetura";"318505";"57";"0,0369";"3803,59";"3456,63"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Operadores de fornos de primeira  fusão e aciaria";"Forneiro E Operador (Forno Elétrico)";"821215";"57";"0,0369";"4798,55";"4925,16"
"Blumenau";"4202404";"2025";"Profissionais Das Ciências E Das Artes";"Profissionais de administração ecônomico-financeira";"Analista De Produtos Bancários";"252540";"57";"0,0369";"6558,07";"6012,85"
"Blumenau";"4202404";"2025";"Trabalhadores Em Serviços De Reparação E Manutenção";"Reparadores de carrocerias de veículos";"Funileiro De Veículos (Reparação)";"991305";"57";"0,0369";"3812,32";"3489,2"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Operadores de máquinas e equipamentos de elevação";"Operador De Ponte Rolante";"782130";"57";"0,0369";"4775,36";"4881,77"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Operadores de máquinas a vapor e utilidades";"Operador De Caldeira";"862120";"57";"0,0369";"4126,7";"4174,6"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Trabalhadores de estruturas de alvenaria";"Calceteiro";"715205";"56";"0,0362";"2443,26";"2556,17"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Preparadores e operadores de máquinas-ferramenta convencionais";"Operador De Máquinas Operatrizes";"721210";"56";"0,0362";"3012,16";"2462,54"
"Blumenau";"4202404";"2025";"Profissionais Das Ciências E Das Artes";"Professores de educação especial";"Professor De Alunos Com Deficiência Mental";"239215";"56";"0,0362";"5272,24";"5313,17"
"Blumenau";"4202404";"2025";"Profissionais Das Ciências E Das Artes";"Professores nas áreas de língua e literatura do ensino superior";"Professor De Língua Inglesa";"234616";"55";"0,0356";"5318,29";"4361,18"
"Blumenau";"4202404";"2025";"Profissionais Das Ciências E Das Artes";"Farmacêuticos";"Farmacêutico Hospitalar E Clínico";"223445";"55";"0,0356";"5909,46";"6017,31"
"Blumenau";"4202404";"2025";"Trabalhadores Em Serviços De Reparação E Manutenção";"Lubrificadores";"Lubrificador De Veículos Automotores (Exceto Embarcações)";"919110";"54";"0,0349";"3089,08";"2819,3"
"Blumenau";"4202404";"2025";"Membros Superiores Do Poder Público, Dirigentes De Organizações De Interesse Público E De Empresas, Gerentes";"Gerentes administrativos, financeiros, de riscos e afins";"Analista De Riscos";"142130";"54";"0,0349";"7532,28";"6967,51"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Trabalhadores da impressão gráfica";"Impressor Flexográfico";"766235";"54";"0,0349";"4416,13";"4344,8"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Trabalhadores na fabricação e conservação de alimentos";"Cozinhador (Conservação De Alimentos)";"841408";"54";"0,0349";"2854,1";"2766,35"
"Blumenau";"4202404";"2025";"Trabalhadores De Serviços Administrativos";"Coletadores de apostas e de jogos";"Recebedor De Apostas (Loteria)";"421205";"54";"0,0349";"2628,78";"2433,72"
"Blumenau";"4202404";"2025";"Técnicos De Nivel Médio";"Técnicos agrícolas";"Técnico Agropecuário";"321110";"53";"0,0343";"9360,48";"9328,53"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Supervisores da fabricação de alimentos, bebidas e fumo";"Supervisor De Produção Da Indústria Alimentícia";"840105";"53";"0,0343";"4728,02";"4552,52"
"Blumenau";"4202404";"2025";"Técnicos De Nivel Médio";"Técnicos em biblioteconomia";"Auxiliar De Biblioteca";"371105";"53";"0,0343";"4665,51";"4626,34"
"Blumenau";"4202404";"2025";"Técnicos De Nivel Médio";"Técnicos em eletricidade e eletrotécnica";"Técnico Eletricista";"313130";"53";"0,0343";"6766,28";"6124,19"
"Blumenau";"4202404";"2025";"Trabalhadores De Serviços Administrativos";"Supervisores de serviços financeiros, de câmbio e de controle";"Supervisor De Tesouraria";"410235";"53";"0,0343";"7478,11";"6832,97"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Ferramenteiros e afins";"Ferramenteiro";"721105";"53";"0,0343";"5801,61";"5758,63"
"Blumenau";"4202404";"2025";"Técnicos De Nivel Médio";"Inspetores de alunos e afins";"Inspetor De Alunos De Escola Pública";"334110";"52";"0,0336";"5962,36";"6514,44"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Trabalhadores de embalagem e de etiquetagem";"Operador De Máquina De Etiquetar";"784115";"52";"0,0336";"2257,84";"2207,46"
"Blumenau";"4202404";"2025";"Trabalhadores Dos Serviços, Vendedores Do Comércio Em Lojas E Mercados";"Supervisores de vendas e de prestação de serviços";"Supervisor De Vendas De Serviços";"520105";"52";"0,0336";"5476,1";"4895,32"
"Blumenau";"4202404";"2025";"Técnicos De Nivel Médio";"Compradores";"Supervisor De Compras";"354210";"51";"0,0330";"8558,07";"7661,06"
"Blumenau";"4202404";"2025";"Profissionais Das Ciências E Das Artes";"Professores de ciências humanas do ensino superior";"Professor De Direito Do Ensino Superior";"234730";"51";"0,0330";"9084,29";"5404,94"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Trabalhadores de acabamento, tingimento e estamparia das indústrias têxteis";"Operador De Calandras (Tecidos)";"761415";"51";"0,0330";"3004,75";"2881,52"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Trabalhadores da impressão gráfica";"Impressor (Serigrafia)";"766205";"51";"0,0330";"3123,76";"3059,45"
"Blumenau";"4202404";"2025";"Profissionais Das Ciências E Das Artes";"Artistas visuais,desenhistas industriais e conservadores-restauradores de bens culturais";"Desenhista Industrial De Produto (Designer De Produto)";"262420";"50";"0,0323";"8291,75";"6748,24"
"Blumenau";"4202404";"2025";"Trabalhadores De Serviços Administrativos";"Caixas e bilheteiros (exceto caixa de banco)";"Atendente Comercial (Agência Postal)";"421105";"50";"0,0323";"3897,07";"2751,68"
"Blumenau";"4202404";"2025";"Membros Superiores Do Poder Público, Dirigentes De Organizações De Interesse Público E De Empresas, Gerentes";"Gerentes de operações comerciais e de assistência técnica";"Gerente De Operações De Serviços De Assistência Técnica";"141420";"49";"0,0317";"9847,91";"7882,88"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Instaladores de equipamentos de refrigeração e ventilação";"Mecânico De Refrigeração";"725705";"49";"0,0317";"3737,31";"3708,02"
"Blumenau";"4202404";"2025";"Trabalhadores Dos Serviços, Vendedores Do Comércio Em Lojas E Mercados";"Operadores do comércio em lojas e mercados";"Demonstrador De Mercadorias";"521120";"49";"0,0317";"4261,38";"3297,32"
"Blumenau";"4202404";"2025";"Técnicos De Nivel Médio";"Técnicos em eletricidade e eletrotécnica";"Eletrotécnico Na Fabricação, Montagem E Instalação De Máquinas E Equipamentos";"313115";"49";"0,0317";"7689,5";"7129,55"
"Blumenau";"4202404";"2025";"Trabalhadores De Serviços Administrativos";"Operadores de telemarketing e afins";"Operador De Telemarketing Ativo";"422305";"49";"0,0317";"2381,92";"2263,3"
"Blumenau";"4202404";"2025";"Trabalhadores Dos Serviços, Vendedores Do Comércio Em Lojas E Mercados";"Instaladores de produtos e acessórios";"Instalador De Som E Acessórios De Veículos";"523110";"48";"0,0310";"3511,26";"3175,28"
"Blumenau";"4202404";"2025";"Trabalhadores Em Serviços De Reparação E Manutenção";"Instaladores e mantenedores de sistemas eletroeletrônicos de segurança";"Instalador De Sistemas Eletroeletrônicos De Segurança";"951305";"48";"0,0310";"3515,59";"3285,71"
"Blumenau";"4202404";"2025";"Membros Superiores Do Poder Público, Dirigentes De Organizações De Interesse Público E De Empresas, Gerentes";"Gestores e especialistas de operações em empresas, secretarias e unidades de serviços de saúde";"Gerente De Serviços De Saúde";"131210";"47";"0,0304";"11174,94";"9590,88"
"Blumenau";"4202404";"2025";"Técnicos De Nivel Médio";"Técnicos do vestuário";"Técnico Em Confecções Do Vestuário";"319110";"47";"0,0304";"3765,59";"3489,8"
"Blumenau";"4202404";"2025";"Trabalhadores De Serviços Administrativos";"Contínuos";"Contínuo";"412205";"47";"0,0304";"2575,84";"2413,27"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Laboratoristas industriais auxiliares";"Auxiliar De Laboratório De Análises Físico-Químicas";"818110";"47";"0,0304";"3027,65";"2186,79"
"Blumenau";"4202404";"2025";"Membros Superiores Do Poder Público, Dirigentes De Organizações De Interesse Público E De Empresas, Gerentes";"Diretores de comercialização e marketing";"Diretor Comercial";"123305";"47";"0,0304";"31702,01";"28728,26"
"Blumenau";"4202404";"2025";"Técnicos De Nivel Médio";"Recreadores";"Recreador";"371410";"46";"0,0297";"2453,3";"2060,42"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Trabalhadores da preparação da confecção de roupas";"Riscador De Roupas";"763120";"46";"0,0297";"3660,87";"3580,92"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Trabalhadores da pré-impressão gráfica";"Editor De Texto E Imagem";"766120";"46";"0,0297";"3224,3";"2719,58"
"Blumenau";"4202404";"2025";"Trabalhadores De Serviços Administrativos";"Agentes, assistentes e auxiliares administrativos";"Auxiliar De Seguros";"411040";"45";"0,0291";"3026,42";"2705,23"
"Blumenau";"4202404";"2025";"Trabalhadores Em Serviços De Reparação E Manutenção";"Trabalhadores elementares de serviços de manutenção veicular";"Borracheiro";"992115";"45";"0,0291";"3098,61";"2998,0"
"Blumenau";"4202404";"2025";"Técnicos De Nivel Médio";"Técnicos em eletricidade e eletrotécnica";"Técnico De Manutenção Elétrica";"313120";"45";"0,0291";"5740,37";"3727,98"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Aplicadores de revestimentos cerâmicos, pastilhas, pedras e madeiras";"Marmorista (Construção)";"716525";"45";"0,0291";"4202,61";"3847,92"
"Blumenau";"4202404";"2025";"Técnicos De Nivel Médio";"Professores leigos no ensino fundamental";"Professor Leigo No Ensino Fundamental";"332105";"45";"0,0291";"2428,48";"2027,25"
"Blumenau";"4202404";"2025";"Trabalhadores Em Serviços De Reparação E Manutenção";"Mecânicos de manutenção de veículos automotores";"Mecânico De Manutenção De Empilhadeiras E Outros Veículos De Cargas Leves";"914410";"44";"0,0284";"4629,29";"4287,51"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Trabalhadores da impressão gráfica";"Impressor Digital";"766230";"44";"0,0284";"3612,06";"3509,4"
"Blumenau";"4202404";"2025";"Membros Superiores Do Poder Público, Dirigentes De Organizações De Interesse Público E De Empresas, Gerentes";"Gerentes de tecnologia da informação";"Tecnólogo Em Gestão Da Tecnologia Da Informação";"142535";"44";"0,0284";"9807,52";"9576,25"
"Blumenau";"4202404";"2025";"Trabalhadores Dos Serviços, Vendedores Do Comércio Em Lojas E Mercados";"Fiscais e cobradores dos transportes coletivos";"Fiscal De Transportes Coletivos (Exceto Trem)";"511205";"44";"0,0284";"5391,42";"5575,83"
"Blumenau";"4202404";"2025";"Membros Superiores Do Poder Público, Dirigentes De Organizações De Interesse Público E De Empresas, Gerentes";"Gerentes de suprimentos e afins";"Gerente De Compras";"142405";"44";"0,0284";"12969,74";"9099,77"
"Blumenau";"4202404";"2025";"Membros Superiores Do Poder Público, Dirigentes De Organizações De Interesse Público E De Empresas, Gerentes";"Gerentes de obras em empresa de construção";"Gerente De Produção E Operações Da Construção Civil E Obras Públicas";"141305";"43";"0,0278";"5940,85";"5870,3"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Operadores de equipamentos de acabamento de chapas e metais";"Operador De Jato Abrasivo";"821435";"43";"0,0278";"4138,09";"4006,79"
"Blumenau";"4202404";"2025";"Profissionais Das Ciências E Das Artes";"Profissionais de publicidade";"Redator De Publicidade";"253110";"43";"0,0278";"3281,35";"2933,18"
"Blumenau";"4202404";"2025";"(nao classificado)";"";"(sem descricao no dicionario)";"142360";"43";"0,0278";"5452,21";"5083,27"
"Blumenau";"4202404";"2025";"Trabalhadores De Serviços Administrativos";"Agentes, assistentes e auxiliares administrativos";"Auxiliar De Cartório";"411025";"43";"0,0278";"3006,71";"2361,35"
"Blumenau";"4202404";"2025";"Profissionais Das Ciências E Das Artes";"Farmacêuticos";"Farmacêutico Em Saúde Pública";"223430";"42";"0,0272";"8401,97";"7555,41"
"Blumenau";"4202404";"2025";"Membros Superiores Do Poder Público, Dirigentes De Organizações De Interesse Público E De Empresas, Gerentes";"Gerentes de operações de serviços em empresa de turismo, de alojamento e alimentação";"Gerente De Bar";"141515";"42";"0,0272";"3961,28";"3333,33"
"Blumenau";"4202404";"2025";"Técnicos De Nivel Médio";"Técnicos em transportes rodoviários";"Chefe De Serviço De Transporte Rodoviário (Passageiros E Cargas)";"342305";"42";"0,0272";"4976,3";"4080,95"
"Blumenau";"4202404";"2025";"Trabalhadores Dos Serviços, Vendedores Do Comércio Em Lojas E Mercados";"Trabalhadores dos serviços funerários";"Agente Funerário";"516505";"42";"0,0272";"4024,23";"4078,2"
"Blumenau";"4202404";"2025";"Trabalhadores Dos Serviços, Vendedores Do Comércio Em Lojas E Mercados";"Lavadores e passadores de roupa, a mão";"Passador De Roupas, À Mão";"516415";"42";"0,0272";"2415,03";"2419,33"
"Blumenau";"4202404";"2025";"Técnicos De Nivel Médio";"Técnicos de seguros e afins";"Inspetor De Sinistros";"351730";"42";"0,0272";"4578,97";"4186,92"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Trabalhadores da transformação de vidros planos";"Lapidador De Vidros E Cristais";"752230";"42";"0,0272";"3591,66";"3419,48"
"Blumenau";"4202404";"2025";"Profissionais Das Ciências E Das Artes";"Administradores de tecnologia da informação";"Administrador De Banco De Dados";"212305";"42";"0,0272";"9481,67";"7506,93"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Motoristas de veículos de pequeno e médio porte";"Condutor De Ambulância";"782320";"41";"0,0265";"2567,2";"2470,71"
"Blumenau";"4202404";"2025";"Trabalhadores De Serviços Administrativos";"Supervisores de serviços financeiros, de câmbio e de controle";"Supervisor De Orçamento";"410230";"41";"0,0265";"5434,85";"3898,72"
"Blumenau";"4202404";"2025";"Trabalhadores Em Serviços De Reparação E Manutenção";"Supervisores de manutenção eletroeletrônica industrial, comercial e predial";"Supervisor De Manutenção Eletromecânica Industrial, Comercial E Predial";"950110";"41";"0,0265";"6436,31";"5296,55"
"Blumenau";"4202404";"2025";"Trabalhadores Em Serviços De Reparação E Manutenção";"Instaladores e mantenedores de sistemas eletroeletrônicos de segurança";"Monitor De Sistemas Eletrônicos De Segurança Interno";"951315";"41";"0,0265";"2558,55";"2427,46"
"Blumenau";"4202404";"2025";"Técnicos De Nivel Médio";"Planejadores, programadores e controladores de produção e manutenção";"Técnico De Matéria-Prima E Material";"391135";"41";"0,0265";"3908,0";"3648,03"
"Blumenau";"4202404";"2025";"Membros Superiores Do Poder Público, Dirigentes De Organizações De Interesse Público E De Empresas, Gerentes";"Gerentes de comercialização, marketing e comunicação";"Analista De E-Commerce";"142355";"41";"0,0265";"3890,88";"3230,6"
"Blumenau";"4202404";"2025";"Técnicos De Nivel Médio";"Técnicos em contabilidade";"Consultor Contábil (Técnico)";"351115";"41";"0,0265";"5891,27";"5266,18"
"Blumenau";"4202404";"2025";"Trabalhadores Em Serviços De Reparação E Manutenção";"Reparadores de carrocerias de veículos";"Pintor De Veículos (Reparação)";"991315";"41";"0,0265";"3427,53";"3370,72"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Operadores de equipamentos de movimentação de cargas";"Guincheiro (Construção Civil)";"782205";"41";"0,0265";"3139,29";"2716,67"
"Blumenau";"4202404";"2025";"Técnicos De Nivel Médio";"Corretores de imóveis e de grãos";"Corretor De Imóveis";"354605";"40";"0,0259";"3142,46";"2591,93"
"Blumenau";"4202404";"2025";"Trabalhadores De Serviços Administrativos";"Agentes, assistentes e auxiliares administrativos";"Auxiliar De Serviços De Importação E Exportação";"411045";"40";"0,0259";"2974,26";"2604,19"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Trabalhadores de montagem de estruturas de madeira, metal e compósitos em obras civis";"Montador De Andaimes (Edificações)";"715545";"40";"0,0259";"3602,47";"3577,31"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Aplicadores de materiais isolantes";"Aplicador De Asfalto Impermeabilizante (Coberturas)";"715705";"40";"0,0259";"3529,92";"3306,98"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Operadores de instalações de captação, tratamento e distribuição de água";"Operador De Estação De Captação, Tratamento E Distribuição De Água";"862205";"40";"0,0259";"3703,99";"3694,0"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Operadores de equipamentos de acabamento de chapas e metais";"Encarregado De Acabamento De Chapas E Metais  (Têmpera)";"821405";"39";"0,0252";"5677,15";"5467,18"
"Blumenau";"4202404";"2025";"Membros Superiores Do Poder Público, Dirigentes De Organizações De Interesse Público E De Empresas, Gerentes";"Diretores administrativos e financeiros";"Diretor Administrativo";"123105";"39";"0,0252";"31295,33";"21672,16"
"Blumenau";"4202404";"2025";"Trabalhadores Dos Serviços, Vendedores Do Comércio Em Lojas E Mercados";"Trabalhadores de serviços veterinários, de higiene e estética de animais domésticos";"Auxiliar De Veterinário";"519305";"39";"0,0252";"2783,79";"2332,49"
"Blumenau";"4202404";"2025";"Membros Superiores Do Poder Público, Dirigentes De Organizações De Interesse Público E De Empresas, Gerentes";"Gerentes de recursos humanos e de relações do trabalho";"Gerente De Departamento Pessoal";"142210";"39";"0,0252";"7376,21";"6271,76"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Afiadores e polidores de metais";"Polidor De Metais";"721325";"39";"0,0252";"3157,63";"2871,04"
"Blumenau";"4202404";"2025";"Trabalhadores Da Produção De Bens E Serviços Industriais";"Supervisores na confecção do vestuário";"Encarregado De Corte Na Confecção Do Vestuário";"760305";"38";"0,0246";"4976,78";"4472,23"
